feed_fe_percent,ore_mass_flow,solid_feed_percent,conc_fe,tail_fe,conc_mass,tail_mass,mass_pull_pct,fe_recovery_percent
37.01327972872673,100.9348721929315,31.736216626347602,54.68541000000007,12.646629564067492,59.26201992341007,41.82583569877028,58.71312722339803,86.74593167980628
36.66994291350596,100.74009902181132,33.15228859369041,54.68541000000007,12.646629564067492,59.26201992341007,41.82583569877028,58.82664450287983,87.72741155207501
36.48448497654882,100.57740966799878,33.83081480210383,54.68541000000007,12.646629564067492,59.26201992341007,41.82583569877028,58.92179975506544,88.31597265563077
36.655059897372745,100.52067769067281,33.18739373335212,54.68541000000007,12.646629564067492,59.26201992341007,41.82583569877028,58.955054109139695,87.95460475462414
36.762559238578625,100.64377664901234,32.10993075757421,54.53624076923081,12.646629564067492,59.15586363058543,41.82583569877028,58.777468016613774,87.19474960263263
36.81604122411063,100.92619806137739,30.518427114836182,54.28502124260359,12.646381879358794,58.92978411083814,41.85055618060379,58.388986450277756,86.09419330266384
36.82456407791293,101.06452469313722,29.30296010098315,54.04917076467915,12.641541309492105,58.69392218386079,41.92798878481908,58.075692100738095,85.24046592889428
36.7971860239297,101.03943490998184,28.766926585417735,53.97843200903333,12.637676050570507,58.62487797422501,42.00772237910919,58.02177934432744,85.11315700456498
36.742965286105104,100.92622648788611,27.916662290246684,54.01276969786663,12.638698604415044,58.61016090366975,41.989856357015185,58.07228006360127,85.3672169483685
36.67096008838331,100.80019720282492,26.86405462173599,54.12035827561024,12.641593140779541,58.591777717223884,42.014221548216284,58.12664989070265,85.78545829898604
36.59022865470849,100.72028777926447,25.5120344038599,54.24714740037555,12.643168284463588,58.52060650339705,42.15529737420924,58.10210414772546,86.13975708424678
36.509829209024815,100.6800107356363,24.277651452003784,54.343273345286036,12.64547562655111,58.41287974560536,42.34687738644163,58.01834874549707,86.35775771143068
36.43881997527645,100.65652153886327,23.36978245013021,54.431275904791406,12.646343584946923,58.20394065315089,42.50829594299435,57.824311592844445,86.37631680856497
36.38625917740758,100.634527057275,22.553834081944675,54.52911209525626,12.650209850743726,57.904521811158965,42.68451635307575,57.539418631344354,86.22962292294638
36.36120503936235,100.62893976482812,21.873271351698133,54.64980744323461,12.648979022404513,57.51811663954106,42.89725713665163,57.158623328400424,85.90770727306567
36.36828794644628,100.66222353688602,21.193102098541804,54.72748150352899,12.654771756788955,57.2154417718607,43.18530679277232,56.83904026905887,85.53214079210501
36.394426929410145,100.75684224881206,20.41346455205919,54.756542463710154,12.656143288176768,57.010886970556946,43.427780558890504,56.582645603136804,85.13034269468129
36.422113180366054,100.91759004049432,20.0,54.76271843920624,12.653641540651867,56.855155053391925,43.60378423002366,56.338201329003354,84.7076895696066
36.43383789142614,101.0785821099193,20.0,54.75706903951152,12.655159718937982,56.756909763760575,43.74183410128384,56.1512721874546,84.39075501701151
36.42421532287468,101.15626391959816,20.0,54.75498863969938,12.65962025202647,56.72426529195309,43.837017930206784,56.07588012249951,84.29650856858264
36.43635200768469,101.06708093204209,20.0,54.763889162891914,12.661903976910912,56.747416603004126,43.89267825792913,56.14826912945207,84.39092878027473
36.502625100389,100.83840651831764,20.0,54.7763241002412,12.663813675391573,56.82885117133638,43.93167662327403,56.356355810732914,84.56909612685145
36.564001969071015,100.82113365263525,20.0,54.784634061686894,12.66277632236445,56.92528965526819,43.96318815558722,56.46166393188565,84.5977308402626
36.56150986851544,100.9963150934504,20.0,54.78935557642272,12.663729034806462,56.984788666209454,44.00221557855892,56.42264137407614,84.5523112125993
36.527825386761386,101.22481156814096,20.0,54.793476508567835,12.664218139182655,57.00368488041403,44.04794918851246,56.31394516554982,84.47359783568295
36.50862996508479,101.39224755904131,20.0,54.813081697580216,12.663348926534209,56.99757171883893,44.04651195889206,56.214920855412444,84.39958038462568
36.50997512445432,101.48330256831166,20.0,54.8437848908186,12.662985147458766,57.03401945782794,43.96336029312613,56.20039751804147,84.42192857571905
36.528004905761826,101.50741985306868,20.0,54.86261762511914,12.660288581943169,57.101647638117555,43.874737860914536,56.253668668528675,84.48924385916357
36.558863349899134,101.47404267042909,20.0,54.86406084622715,12.656759869000442,57.17647820036882,43.85486345013482,56.34591536484711,84.55858431446191
36.59869449775811,101.39261427750955,20.0,54.858541289985936,12.655158045325653,57.24461605490582,43.90429651487902,56.45836875083273,84.62661840226386
36.643642390230596,101.27257793142675,20.0,54.855933101529814,12.657208564444318,57.305735360920536,43.97729532101213,56.58563900656617,84.70931996321056
36.689851068208434,101.1233768892974,20.0,54.85994729324911,12.657879712167968,57.35844166808333,44.03527556283058,56.72124827365608,84.81159230968814
36.50997512445432,100.95656145980892,20.0,54.87093294969177,12.656042355367592,57.39260918251572,44.06069069407724,56.848815324761105,85.43822676737575
36.50997512445432,100.79211015793184,20.0,54.88345873827189,12.657869095711124,57.42024102801816,44.055097060495456,56.96898391952108,85.63837328429406
